conversation_id,conversation_text,attribute_count_normalized,average_specificity,maximum_specificity,high_specificity_ratio,sensitive_category_count_normalized,uniqueness_risk,risk_score,risk_level,attributes_json,contextual_indicators_json
ml_conv_0311,"For context, my contact is a mobile number; I live in Village X; my family includes single parent; I have diabetes; I work as a farm worker.",1.0,0.654,0.82,0.4,0.4,0.8,6.537778,MEDIUM,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.44, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Village X"", ""specificity"": 0.67, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.57, ""confidence"": 0.94, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.77, ""confidence"": 0.9, ""source_message_id"": 3}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.82, ""confidence"": 0.89, ""source_message_id"": 1}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}, {""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0312,Here are some details: I am the only person matching these details: I have a rare blood disorder; I have a small loan; I work as a software engineer; my family includes two children; I am 29; I live in small village near Pune; I identify as nonbinary adult. The appointment was recorded in the local clinic register.,1.0,0.8485714285714285,0.98,0.8571428571428571,0.6,1.0,8.671429,HIGH,"[{""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.87, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.69, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.78, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.79, ""confidence"": 0.94, ""source_message_id"": 3}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.94, ""confidence"": 0.9, ""source_message_id"": 3}, {""type"": ""LOCATION"", ""value"": ""small village near Pune"", ""specificity"": 0.98, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.89, ""confidence"": 0.99, ""source_message_id"": 3}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0313,My situation is that the relevant date is 14 March 2026; I have chronic kidney disease; I work as a teacher; I live in Village Y; I have a ration card. I had already discussed the matter with the district office.,1.0,0.746,0.82,0.8,0.2,0.8,6.862222,HIGH,"[{""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.67, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.81, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.73, ""confidence"": 0.99, ""source_message_id"": 3}, {""type"": ""LOCATION"", ""value"": ""Village Y"", ""specificity"": 0.82, ""confidence"": 0.95, ""source_message_id"": 3}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.7, ""confidence"": 0.9, ""source_message_id"": 3}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0314,Here are some details: I work as a farm worker; I am young adult.,0.4,0.5,0.55,0.0,0.0,0,1.916667,LOW,"[{""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.45, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.55, ""confidence"": 0.92, ""source_message_id"": 2}]",[]
ml_conv_0315,My situation is that I have a ration card; the relevant date is yesterday; I am adult.,0.6,0.6933333333333334,0.84,0.6666666666666666,0.0,0,3.948148,MEDIUM,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.7, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.84, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""adult"", ""specificity"": 0.54, ""confidence"": 0.89, ""source_message_id"": 1}]",[]
ml_conv_0316,A few details about me: I identify as man; I have a ration card; I live in Mysuru; the relevant date is 14 March 2026.,0.8,0.695,0.76,0.75,0.0,0,4.177778,MEDIUM,"[{""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.76, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.71, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Mysuru"", ""specificity"": 0.7, ""confidence"": 0.99, ""source_message_id"": 3}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.61, ""confidence"": 0.97, ""source_message_id"": 3}]",[]
ml_conv_0317,Here are some details: I am the only person matching these details: I am young adult; I identify as nonbinary adult; I have ₹50 lakh debt; I live in Bengaluru; my family includes elderly dependent. Only a few people in the area know these details about me.,1.0,0.76,0.88,0.8,0.4,1.0,7.866667,HIGH,"[{""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.7, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.78, ""confidence"": 0.99, ""source_message_id"": 2}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.65, ""confidence"": 0.94, ""source_message_id"": 3}, {""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.79, ""confidence"": 0.9, ""source_message_id"": 3}, {""type"": ""FAMILY"", ""value"": ""elderly dependent"", ""specificity"": 0.88, ""confidence"": 0.94, ""source_message_id"": 2}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0318,Here are some details: I work as a software engineer; I have a government identification number; I am adult.,0.6,0.3433333333333333,0.55,0.0,0.0,0,1.964815,LOW,"[{""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.2, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.55, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""adult"", ""specificity"": 0.28, ""confidence"": 0.91, ""source_message_id"": 1}]",[]
ml_conv_0319,My situation is that my family includes parent; I am adult; my contact is a phone ending in 4421.,0.6,0.53,0.64,0.0,0.2,0,2.766667,LOW,"[{""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.64, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""adult"", ""specificity"": 0.54, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.41, ""confidence"": 0.89, ""source_message_id"": 3}]",[]
ml_conv_0320,Here are some details: I have chronic kidney disease; I am 41; I identify as nonbinary adult; I visited PHC Y.,0.8,0.59,0.74,0.5,0.2,0,4.055556,MEDIUM,"[{""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.43, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""41"", ""specificity"": 0.49, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.74, ""confidence"": 0.98, ""source_message_id"": 3}, {""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.7, ""confidence"": 0.94, ""source_message_id"": 2}]",[]
ml_conv_0321,"For context, I am 29; I live in Village Y.",0.4,0.395,0.47,0.0,0.0,0.6,3.0,LOW,"[{""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.32, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Village Y"", ""specificity"": 0.47, ""confidence"": 0.98, ""source_message_id"": 1}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0322,Here are some details: the relevant date is 14 March 2026; I have a government identification number.,0.4,0.515,0.59,0.0,0.0,0,2.0,LOW,"[{""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.59, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.44, ""confidence"": 0.9, ""source_message_id"": 2}]",[]
ml_conv_0323,"For context, my family includes two children; the relevant date is this week; I have a government identification number; my contact is a mobile number.",0.8,0.6325000000000001,0.81,0.5,0.2,0,4.219444,MEDIUM,"[{""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.7, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.51, ""confidence"": 0.9, ""source_message_id"": 2}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.51, ""confidence"": 0.88, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.81, ""confidence"": 0.99, ""source_message_id"": 4}]",[]
ml_conv_0324,Yesterday I mentioned that I am the only person matching these details: the relevant date is yesterday; I have financial difficulty; I have a rare blood disorder; I identify as man; I visited PHC Y; I have a government identification number. The appointment was recorded in the local clinic register.,1.0,0.7283333333333334,0.81,0.8333333333333334,0.4,1.0,7.77037,HIGH,"[{""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.74, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.72, ""confidence"": 0.94, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.71, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.69, ""confidence"": 0.89, ""source_message_id"": 3}, {""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.7, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.81, ""confidence"": 0.95, ""source_message_id"": 4}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0325,"Yesterday I mentioned that I have ₹50 lakh debt. It was a quiet day with errands, tea, and a little television.",0.2,0.41,0.41,0.0,0.2,0,1.805556,LOW,"[{""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.41, ""confidence"": 0.96, ""source_message_id"": 1}]",[]
ml_conv_0326,My situation is that I work as a software engineer; I live in Village X; my family includes two children; I have health problems.,0.8,0.47000000000000003,0.55,0.0,0.4,0.6,4.55,MEDIUM,"[{""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.55, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Village X"", ""specificity"": 0.41, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.52, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.4, ""confidence"": 0.92, ""source_message_id"": 1}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0327,Here are some details: I work as a teacher; I live in Karnataka; my contact is a phone ending in 4421.,0.6,0.6266666666666666,0.71,0.3333333333333333,0.0,0,3.101852,LOW,"[{""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.59, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Karnataka"", ""specificity"": 0.58, ""confidence"": 0.88, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.71, ""confidence"": 0.93, ""source_message_id"": 2}]",[]
ml_conv_0328,"For context, I have ₹50 lakh debt; I have a ration card; my family includes parent; I have asthma; my contact is a phone ending in 4421. I had already discussed the matter with the district office.",1.0,0.8379999999999999,0.92,1.0,0.6,0.2,7.02,HIGH,"[{""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.85, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.92, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.73, ""confidence"": 0.99, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""asthma"", ""specificity"": 0.83, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.86, ""confidence"": 0.97, ""source_message_id"": 4}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0329,"For context, I live in small village near Pune; I am 34.",0.4,0.41000000000000003,0.46,0.0,0.0,0.6,3.0,LOW,"[{""type"": ""LOCATION"", ""value"": ""small village near Pune"", ""specificity"": 0.36, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""34"", ""specificity"": 0.46, ""confidence"": 0.98, ""source_message_id"": 1}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0330,"For context, the relevant date is this week; I work as a teacher; I have a small loan; my contact is a phone ending in 4421; I have health problems.",1.0,0.5559999999999999,0.83,0.4,0.4,0,4.667778,MEDIUM,"[{""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.71, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.83, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.36, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.51, ""confidence"": 0.95, ""source_message_id"": 3}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.37, ""confidence"": 0.89, ""source_message_id"": 3}]",[]
ml_conv_0331,"For context, I have a government identification number; the relevant date is yesterday; I am 29; my contact is a phone ending in 4421.",0.8,0.5700000000000001,0.76,0.25,0.0,0,3.205556,LOW,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.76, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.62, ""confidence"": 0.94, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.38, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.52, ""confidence"": 0.88, ""source_message_id"": 1}]",[]
ml_conv_0332,Here are some details: I am the only person matching these details: I have a small loan; I am 29; I visited PHC Y; I identify as nonbinary adult.,0.8,0.765,0.85,1.0,0.2,1.0,7.488889,HIGH,"[{""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.74, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.7, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.77, ""confidence"": 0.9, ""source_message_id"": 3}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.85, ""confidence"": 0.89, ""source_message_id"": 1}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0333,"A few details about me: I have a ration card; I have a small loan; I visited City Hospital. The bus was late, so I listened to music while waiting.",0.6,0.18000000000000002,0.35,0.0,0.2,0,1.894444,LOW,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.35, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.07, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.12, ""confidence"": 0.94, ""source_message_id"": 2}]",[]
ml_conv_0334,My situation is that I am the only person matching these details: I work as a software engineer; I identify as man; I am 41. I had already discussed the matter with the district office.,0.6,0.8533333333333334,0.96,1.0,0.0,1.0,7.103704,HIGH,"[{""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.72, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.96, ""confidence"": 0.99, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""41"", ""specificity"": 0.88, ""confidence"": 0.9, ""source_message_id"": 1}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0335,A few details about me: I visited City Hospital; I live in Karnataka; my family includes two children; the relevant date is 2 January 2025.,0.8,0.75,0.78,1.0,0.2,0,5.133333,MEDIUM,"[{""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.73, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Karnataka"", ""specificity"": 0.76, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.78, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.73, ""confidence"": 0.9, ""source_message_id"": 3}]",[]
